Suburb,Rooms,Type,Price,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname,Propertycount
Port Melbourne,3,h,1421000.0,7/05/2016,3.8,3207,3.0,2.0,1,215.0,1990.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,2,h,1275000.0,7/05/2016,3.8,3207,2.0,2.0,1,115.0,2015.0,Melbourne,Southern Metropolitan,8648
Port Melbourne,2,h,1000000.0,7/05/2016,3.8,3207,2.0,1.0,1,90.0,2007.0,Melbourne,Southern Metropolitan,8648
Port Melbourne,4,h,1820000.0,7/11/2016,3.8,3207,4.0,2.0,1,212.0,1900.0,Melbourne,Southern Metropolitan,8648
Port Melbourne,3,h,1916000.0,8/10/2016,3.8,3207,2.0,2.0,1,190.0,1900.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,1,u,577000.0,8/10/2016,3.8,3207,1.0,1.0,1,0.0,2004.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,2,u,655000.0,10/09/2016,3.8,3207,2.0,2.0,1,0.0,2000.0,Melbourne,Southern Metropolitan,8648
Port Melbourne,2,h,1350000.0,10/09/2016,3.8,3207,2.0,1.0,1,195.0,1900.0,Melbourne,Southern Metropolitan,8648
Port Melbourne,3,h,1560000.0,10/09/2016,3.8,3207,3.0,2.0,2,241.0,1900.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,2,u,1035000.0,10/09/2016,3.8,3207,2.0,2.0,1,0.0,2003.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,2,u,1070000.0,10/09/2016,3.8,3207,2.0,2.0,1,0.0,2003.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,2,h,1060000.0,10/12/2016,3.8,3207,2.0,1.0,0,106.0,1910.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,2,u,1610000.0,10/12/2016,3.8,3207,2.0,2.0,2,0.0,2007.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,2,h,1101000.0,10/12/2016,3.8,3207,2.0,1.0,0,152.0,1910.0,Melbourne,Southern Metropolitan,8648
Port Melbourne,2,h,880000.0,10/12/2016,3.8,3207,2.0,1.0,2,163.0,1980.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,2,h,1080000.0,12/11/2016,3.8,3207,2.0,1.0,0,105.0,1910.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,2,h,1115000.0,12/11/2016,3.8,3207,2.0,1.0,0,120.0,1900.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,2,u,516000.0,12/11/2016,3.8,3207,2.0,1.0,1,0.0,2004.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,3,h,1753000.0,12/11/2016,3.8,3207,3.0,2.0,1,225.0,1910.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,2,h,900000.0,14/05/2016,3.8,3207,2.0,1.0,0,124.0,1900.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,5,h,2350000.0,15/10/2016,3.8,3207,5.0,1.0,2,350.0,1890.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,3,h,1670000.0,16/04/2016,3.8,3207,3.0,2.0,1,140.0,1880.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,3,h,1402000.0,16/07/2016,3.8,3207,3.0,1.0,0,108.0,1900.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,3,h,1570000.0,17/09/2016,3.8,3207,3.0,2.0,1,210.0,1999.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,2,h,1150000.0,18/03/2017,3.8,3207,2.0,1.0,0,82.0,1910.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,3,h,1384000.0,18/06/2016,3.8,3207,3.0,1.0,0,184.0,1905.0,Melbourne,Southern Metropolitan,8648
Port Melbourne,2,u,655000.0,18/06/2016,3.8,3207,2.0,1.0,1,0.0,2006.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,1,u,456000.0,19/11/2016,3.8,3207,1.0,1.0,1,0.0,2007.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,2,u,720000.0,22/05/2016,3.8,3207,2.0,2.0,1,0.0,2012.0,Melbourne,Southern Metropolitan,8648
Port Melbourne,2,u,520000.0,22/05/2016,3.8,3207,1.0,1.0,1,0.0,2005.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,2,u,1250000.0,22/05/2016,3.8,3207,2.0,2.0,2,0.0,2003.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,1,u,470000.0,22/08/2016,3.8,3207,1.0,1.0,1,0.0,2000.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,2,u,600000.0,22/08/2016,3.8,3207,2.0,1.0,1,0.0,1996.0,Melbourne,Southern Metropolitan,8648
Port Melbourne,2,u,670000.0,22/08/2016,3.8,3207,2.0,1.0,1,0.0,2006.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,2,h,1010000.0,24/09/2016,3.8,3207,2.0,1.0,1,139.0,1960.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,1,u,455500.0,24/09/2016,3.8,3207,1.0,1.0,1,0.0,2002.0,Melbourne,Southern Metropolitan,8648
Port Melbourne,2,h,1400000.0,25/02/2017,3.8,3207,2.0,1.0,1,168.0,1934.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,3,h,1520000.0,25/02/2017,3.8,3207,3.0,2.0,1,0.0,2016.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,1,u,600000.0,25/02/2017,3.8,3207,1.0,1.0,1,6866.0,2010.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,3,u,2460000.0,27/11/2016,3.8,3207,3.0,2.0,2,5042.0,1995.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,1,u,540000.0,27/11/2016,3.8,3207,1.0,1.0,1,0.0,2000.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,3,h,3705000.0,27/11/2016,3.8,3207,3.0,2.0,2,214.0,2014.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,3,t,950000.0,27/11/2016,3.8,3207,3.0,2.0,2,0.0,2012.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,3,h,1350000.0,27/11/2016,3.8,3207,3.0,1.0,1,114.0,1990.0,Melbourne,Southern Metropolitan,8648
Port Melbourne,2,u,735000.0,27/11/2016,3.8,3207,2.0,1.0,1,0.0,2000.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,1,u,400000.0,28/05/2016,3.8,3207,1.0,1.0,1,0.0,2000.0,Melbourne,Southern Metropolitan,8648
Port Melbourne,2,u,900000.0,28/05/2016,3.8,3207,2.0,1.0,2,0.0,1997.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,3,h,1380000.0,28/05/2016,3.8,3207,3.0,1.0,0,0.0,1890.0,Port Phillip,Southern Metropolitan,8648
Port Melbourne,3,h,1080000.0,30/07/2016,3.8,3207,3.0,1.0,2,116.0,1910.0,Port Phillip,Southern Metropolitan,8648
Prahran,1,u,342000.0,3/09/2016,4.5,3181,1.0,1.0,1,0.0,1960.0,Stonnington,Southern Metropolitan,7717
Prahran,2,h,950000.0,3/09/2016,4.5,3181,2.0,1.0,1,88.0,2000.0,Stonnington,Southern Metropolitan,7717
Prahran,2,u,781000.0,3/09/2016,4.5,3181,2.0,1.0,1,0.0,1930.0,Stonnington,Southern Metropolitan,7717
Prahran,1,u,549800.0,3/12/2016,4.5,3181,1.0,1.0,1,0.0,2012.0,Stonnington,Southern Metropolitan,7717
Prahran,1,u,492000.0,4/03/2017,4.5,3181,1.0,1.0,1,1768.0,1888.0,Stonnington,Southern Metropolitan,7717
Prahran,1,u,500500.0,4/03/2017,4.5,3181,1.0,1.0,1,0.0,1945.0,Stonnington,Southern Metropolitan,7717
Prahran,3,u,1400000.0,4/06/2016,4.5,3181,3.0,2.0,2,0.0,1920.0,Stonnington,Southern Metropolitan,7717
Prahran,3,u,685000.0,4/06/2016,4.5,3181,2.0,2.0,1,0.0,1996.0,Stonnington,Southern Metropolitan,7717
Prahran,3,u,710000.0,4/06/2016,4.5,3181,2.0,1.0,1,0.0,1900.0,Stonnington,Southern Metropolitan,7717
Prahran,1,u,330000.0,6/08/2016,4.5,3181,1.0,1.0,1,0.0,1970.0,Stonnington,Southern Metropolitan,7717
Prahran,3,h,1430000.0,6/08/2016,4.5,3181,3.0,1.0,0,135.0,1900.0,Stonnington,Southern Metropolitan,7717
Prahran,3,t,1245000.0,6/08/2016,4.5,3181,2.0,2.0,1,128.0,2000.0,Stonnington,Southern Metropolitan,7717
Prahran,2,h,1182500.0,7/05/2016,4.5,3181,2.0,1.0,0,141.0,1900.0,Stonnington,Southern Metropolitan,7717
Prahran,2,h,1303000.0,7/05/2016,4.5,3181,2.0,1.0,0,288.0,1900.0,Stonnington,Southern Metropolitan,7717
Prahran,2,h,1210000.0,7/11/2016,4.5,3181,2.0,1.0,0,218.0,1910.0,Stonnington,Southern Metropolitan,7717
Prahran,1,u,482500.0,8/10/2016,4.5,3181,2.0,1.0,1,443.0,1970.0,Stonnington,Southern Metropolitan,7717
Prahran,2,u,585000.0,10/09/2016,4.5,3181,2.0,1.0,1,0.0,1960.0,Stonnington,Southern Metropolitan,7717
Prahran,2,h,1106000.0,10/12/2016,4.5,3181,2.0,1.0,1,0.0,2005.0,Stonnington,Southern Metropolitan,7717
Prahran,2,h,1590000.0,10/12/2016,4.5,3181,2.0,1.0,2,308.0,1930.0,Stonnington,Southern Metropolitan,7717
Prahran,2,u,590000.0,10/12/2016,4.5,3181,2.0,1.0,1,356.0,2005.0,Stonnington,Southern Metropolitan,7717
Prahran,2,h,1055000.0,10/12/2016,4.5,3181,2.0,1.0,0,203.0,1900.0,Stonnington,Southern Metropolitan,7717
Prahran,2,u,700000.0,12/11/2016,4.5,3181,2.0,1.0,1,0.0,1888.0,Stonnington,Southern Metropolitan,7717
Prahran,3,h,1100000.0,14/05/2016,4.5,3181,2.0,1.0,1,111.0,2001.0,Stonnington,Southern Metropolitan,7717
Prahran,2,u,530000.0,16/04/2016,4.5,3181,2.0,1.0,1,0.0,1888.0,Stonnington,Southern Metropolitan,7717
Prahran,2,h,1500000.0,17/09/2016,4.5,3181,2.0,1.0,2,222.0,1930.0,Stonnington,Southern Metropolitan,7717
Prahran,2,u,841000.0,18/03/2017,4.5,3181,2.0,2.0,1,0.0,1851.5,Stonnington,Southern Metropolitan,7717
Prahran,2,u,570000.0,18/03/2017,4.5,3181,2.0,1.0,1,0.0,2004.0,Stonnington,Southern Metropolitan,7717
Prahran,2,u,480000.0,18/03/2017,4.5,3181,2.0,1.0,2,0.0,1970.0,Stonnington,Southern Metropolitan,7717
Prahran,2,u,560000.0,18/03/2017,4.5,3181,2.0,1.0,1,0.0,2000.0,Stonnington,Southern Metropolitan,7717
Prahran,2,h,815000.0,19/11/2016,4.5,3181,2.0,1.0,0,96.0,1880.0,Stonnington,Southern Metropolitan,7717
Prahran,2,h,765000.0,19/11/2016,4.5,3181,2.0,1.0,0,98.0,1890.0,Stonnington,Southern Metropolitan,7717
Prahran,2,h,910000.0,19/11/2016,4.5,3181,2.0,1.0,1,183.0,1930.0,Stonnington,Southern Metropolitan,7717
Prahran,3,t,1450000.0,19/11/2016,4.5,3181,3.0,2.0,3,1958.0,1995.0,Stonnington,Southern Metropolitan,7717
Prahran,2,t,1540000.0,22/05/2016,4.5,3181,2.0,2.0,1,113.0,1945.0,Stonnington,Southern Metropolitan,7717
Prahran,3,h,1811000.0,22/08/2016,4.5,3181,3.0,2.0,1,273.0,1890.0,Stonnington,Southern Metropolitan,7717
Prahran,2,h,1180000.0,23/04/2016,4.5,3181,2.0,1.0,0,214.0,1900.0,Stonnington,Southern Metropolitan,7717
Prahran,2,u,510000.0,23/04/2016,4.5,3181,2.0,1.0,1,0.0,1999.0,Stonnington,Southern Metropolitan,7717
Prahran,3,h,1720000.0,25/02/2017,4.5,3181,3.0,2.0,2,183.0,1999.0,Stonnington,Southern Metropolitan,7717
Prahran,3,h,1050000.0,25/02/2017,4.5,3181,3.0,2.0,1,8216.0,1995.0,Stonnington,Southern Metropolitan,7717
Prahran,2,h,1582000.0,25/02/2017,4.5,3181,2.0,1.0,0,214.0,1915.0,Stonnington,Southern Metropolitan,7717
Prahran,3,h,2385000.0,27/11/2016,4.5,3181,3.0,2.0,2,217.0,1900.0,Stonnington,Southern Metropolitan,7717
Prahran,2,u,681000.0,27/11/2016,4.5,3181,2.0,2.0,1,0.0,1995.0,Stonnington,Southern Metropolitan,7717
Prahran,4,h,1820000.0,27/11/2016,4.5,3181,4.0,1.0,1,305.0,1920.0,Stonnington,Southern Metropolitan,7717
Prahran,2,h,1305000.0,27/11/2016,4.5,3181,2.0,1.0,1,131.0,1900.0,Stonnington,Southern Metropolitan,7717
Prahran,3,h,1255000.0,28/05/2016,4.5,3181,3.0,1.0,1,231.0,1910.0,Stonnington,Southern Metropolitan,7717
Prahran,3,h,2180000.0,28/05/2016,4.5,3181,2.0,2.0,2,238.0,1890.0,Stonnington,Southern Metropolitan,7717
Prahran,3,h,1720000.0,28/05/2016,4.5,3181,3.0,2.0,1,272.0,1900.0,Stonnington,Southern Metropolitan,7717
Prahran,3,h,1220000.0,28/08/2016,4.5,3181,3.0,2.0,1,112.0,1900.0,Stonnington,Southern Metropolitan,7717
Prahran,3,h,1612000.0,30/07/2016,4.5,3181,3.0,2.0,0,146.0,1900.0,Stonnington,Southern Metropolitan,7717
Preston,3,h,1250000.0,3/09/2016,8.8,3072,3.0,1.0,2,644.0,1980.0,Darebin,Northern Metropolitan,14577
Preston,4,h,930000.0,3/09/2016,8.8,3072,4.0,2.0,2,604.0,1920.0,Darebin,Northern Metropolitan,14577
Preston,4,h,900000.0,3/09/2016,8.8,3072,4.0,2.0,1,530.0,1940.0,Darebin,Northern Metropolitan,14577
Preston,3,h,751000.0,3/12/2016,8.8,3072,3.0,1.0,0,148.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,2,t,715000.0,4/03/2017,8.8,3072,2.0,1.0,1,132.0,2009.0,Darebin,Northern Metropolitan,14577
Preston,2,h,837000.0,4/03/2017,8.8,3072,2.0,1.0,3,581.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,3,h,950000.0,4/06/2016,8.8,3072,3.0,1.0,2,563.0,1918.0,Darebin,Northern Metropolitan,14577
Preston,3,u,496000.0,6/08/2016,8.8,3072,3.0,1.0,1,266.0,1990.0,Darebin,Northern Metropolitan,14577
Preston,2,h,850000.0,7/05/2016,8.8,3072,2.0,1.0,1,356.0,1940.0,Darebin,Northern Metropolitan,14577
Preston,2,h,540000.0,7/11/2016,8.8,3072,2.0,1.0,2,250.0,2005.0,Darebin,Northern Metropolitan,14577
Preston,3,h,1150000.0,7/11/2016,8.8,3072,3.0,1.0,2,566.0,1910.0,Darebin,Northern Metropolitan,14577
Preston,3,h,615000.0,8/10/2016,8.8,3072,3.0,1.0,2,493.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,3,h,735000.0,8/10/2016,8.8,3072,3.0,1.0,2,369.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,4,h,810000.0,10/09/2016,8.8,3072,4.0,2.0,2,1034.0,1950.0,Banyule,Northern Metropolitan,14577
Preston,2,h,600000.0,10/09/2016,8.8,3072,2.0,1.0,2,220.0,2005.0,Darebin,Northern Metropolitan,14577
Preston,3,h,925000.0,10/12/2016,8.8,3072,3.0,1.0,2,693.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,1,u,305000.0,10/12/2016,8.8,3072,1.0,1.0,1,41.0,1955.0,Darebin,Northern Metropolitan,14577
Preston,2,u,656000.0,10/12/2016,8.8,3072,2.0,1.0,1,205.0,1975.0,Darebin,Northern Metropolitan,14577
Preston,3,h,1650000.0,10/12/2016,8.8,3072,3.0,1.0,2,452.0,1890.0,Darebin,Northern Metropolitan,14577
Preston,3,h,990000.0,11/03/2017,8.8,3072,3.0,2.0,2,475.0,1920.0,Darebin,Northern Metropolitan,14577
Preston,3,h,600000.0,12/06/2016,8.8,3072,3.0,1.0,3,503.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,2,h,722000.0,13/08/2016,8.8,3072,2.0,1.0,1,400.0,1955.0,Darebin,Northern Metropolitan,14577
Preston,4,h,1260000.0,14/05/2016,8.8,3072,4.0,3.0,2,654.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,2,u,485000.0,14/05/2016,8.8,3072,2.0,1.0,1,117.0,1965.0,Darebin,Northern Metropolitan,14577
Preston,3,h,690000.0,14/05/2016,8.8,3072,3.0,1.0,1,594.0,1960.0,Darebin,Northern Metropolitan,14577
Preston,2,h,1065000.0,15/10/2016,8.8,3072,2.0,1.0,3,507.0,1910.0,Darebin,Northern Metropolitan,14577
Preston,3,h,1200000.0,15/10/2016,8.8,3072,3.0,1.0,1,847.0,1965.0,Darebin,Northern Metropolitan,14577
Preston,3,u,798000.0,15/10/2016,8.8,3072,3.0,2.0,2,212.0,2005.0,Darebin,Northern Metropolitan,14577
Preston,2,u,530000.0,15/10/2016,8.8,3072,2.0,1.0,1,106.0,1970.0,Darebin,Northern Metropolitan,14577
Preston,3,h,900000.0,15/10/2016,8.8,3072,3.0,1.0,1,472.0,1965.0,Darebin,Northern Metropolitan,14577
Preston,2,h,700000.0,16/04/2016,8.8,3072,2.0,1.0,1,214.0,1910.0,Darebin,Northern Metropolitan,14577
Preston,2,h,920000.0,16/04/2016,8.8,3072,2.0,2.0,2,516.0,1935.0,Darebin,Northern Metropolitan,14577
Preston,1,h,830000.0,16/07/2016,8.8,3072,1.0,1.0,0,397.0,1930.0,Darebin,Northern Metropolitan,14577
Preston,3,h,980000.0,17/09/2016,8.8,3072,3.0,2.0,1,479.0,1930.0,Darebin,Northern Metropolitan,14577
Preston,2,h,886000.0,17/09/2016,8.8,3072,2.0,1.0,2,467.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,3,h,1080000.0,17/09/2016,8.8,3072,3.0,1.0,1,487.0,1925.0,Darebin,Northern Metropolitan,14577
Preston,4,h,1400000.0,18/03/2017,8.8,3072,4.0,2.0,2,559.0,1925.0,Darebin,Northern Metropolitan,14577
Preston,2,t,660000.0,18/03/2017,8.8,3072,2.0,1.0,1,113.0,2013.0,Darebin,Northern Metropolitan,14577
Preston,2,u,436000.0,18/03/2017,8.8,3072,2.0,1.0,1,0.0,1980.0,Darebin,Northern Metropolitan,14577
Preston,2,h,876000.0,18/03/2017,8.8,3072,2.0,1.0,2,479.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,2,h,910000.0,18/03/2017,8.8,3072,2.0,2.0,1,352.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,2,h,565000.0,18/06/2016,8.8,3072,2.0,1.0,2,349.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,3,t,714000.0,18/06/2016,8.8,3072,3.0,2.0,2,185.0,2005.0,Darebin,Northern Metropolitan,14577
Preston,2,h,770000.0,18/06/2016,8.8,3072,2.0,2.0,1,76.0,2013.0,Darebin,Northern Metropolitan,14577
Preston,3,h,810000.0,18/06/2016,8.8,3072,2.0,1.0,1,421.0,1930.0,Darebin,Northern Metropolitan,14577
Preston,3,h,1127000.0,18/06/2016,8.8,3072,3.0,2.0,2,590.0,1940.0,Darebin,Northern Metropolitan,14577
Preston,4,h,1315000.0,19/11/2016,8.8,3072,4.0,3.0,2,836.0,1941.0,Darebin,Northern Metropolitan,14577
Preston,2,h,780000.0,19/11/2016,8.8,3072,2.0,1.0,1,310.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,2,h,986000.0,22/05/2016,8.8,3072,2.0,1.0,1,472.0,1940.0,Darebin,Northern Metropolitan,14577
Preston,4,h,760000.0,22/05/2016,8.8,3072,9.0,8.0,7,1254.0,1928.0,Darebin,Northern Metropolitan,14577
Preston,3,h,1123000.0,22/08/2016,8.8,3072,3.0,1.0,2,504.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,1,u,300000.0,24/09/2016,8.8,3072,1.0,1.0,1,0.0,2005.0,Darebin,Northern Metropolitan,14577
Preston,2,h,890000.0,24/09/2016,8.8,3072,2.0,1.0,3,493.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,3,h,1050000.0,24/09/2016,8.8,3072,3.0,2.0,1,453.0,1948.0,Darebin,Northern Metropolitan,14577
Preston,2,u,425000.0,25/02/2017,8.8,3072,2.0,2.0,1,1485.0,2010.0,Darebin,Northern Metropolitan,14577
Preston,2,u,515000.0,25/02/2017,8.8,3072,2.0,1.0,1,187.0,2005.0,Darebin,Northern Metropolitan,14577
Preston,3,h,1040000.0,25/02/2017,8.8,3072,3.0,1.0,2,399.0,1940.0,Darebin,Northern Metropolitan,14577
Preston,2,h,520000.0,25/02/2017,8.8,3072,2.0,1.0,2,178.0,2012.0,Darebin,Northern Metropolitan,14577
Preston,3,h,890000.0,26/07/2016,8.8,3072,3.0,1.0,2,495.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,2,h,790000.0,26/07/2016,8.8,3072,2.0,1.0,1,266.0,1925.0,Darebin,Northern Metropolitan,14577
Preston,2,h,860000.0,27/06/2016,8.8,3072,2.0,2.0,1,415.0,1925.0,Darebin,Northern Metropolitan,14577
Preston,2,h,630000.0,27/06/2016,8.8,3072,2.0,1.0,1,372.0,1940.0,Darebin,Northern Metropolitan,14577
Preston,4,h,875000.0,27/06/2016,8.8,3072,4.0,1.0,2,400.0,1940.0,Darebin,Northern Metropolitan,14577
Preston,3,h,923000.0,27/06/2016,8.8,3072,3.0,1.0,0,333.0,1920.0,Darebin,Northern Metropolitan,14577
Preston,4,h,920000.0,27/06/2016,8.8,3072,3.0,1.0,1,396.0,1920.0,Darebin,Northern Metropolitan,14577
Preston,4,h,871000.0,27/11/2016,8.8,3072,4.0,2.0,1,561.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,4,h,950000.0,27/11/2016,8.8,3072,4.0,2.0,1,243.0,2005.0,Darebin,Northern Metropolitan,14577
Preston,4,h,870000.0,27/11/2016,8.8,3072,4.0,1.0,2,400.0,1890.0,Darebin,Northern Metropolitan,14577
Preston,3,h,1186000.0,28/05/2016,8.8,3072,2.0,1.0,1,713.0,1960.0,Darebin,Northern Metropolitan,14577
Preston,3,h,900000.0,28/05/2016,8.8,3072,3.0,1.0,2,560.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,3,h,800000.0,28/05/2016,8.8,3072,3.0,1.0,2,207.0,1910.0,Darebin,Northern Metropolitan,14577
Preston,2,u,610000.0,28/08/2016,8.8,3072,2.0,1.0,1,126.0,1970.0,Darebin,Northern Metropolitan,14577
Preston,3,h,1162500.0,28/08/2016,8.8,3072,3.0,2.0,2,463.0,1920.0,Darebin,Northern Metropolitan,14577
Preston,4,h,1142500.0,28/08/2016,8.8,3072,3.0,1.0,2,560.0,1970.0,Darebin,Northern Metropolitan,14577
Preston,3,h,930000.0,28/08/2016,8.8,3072,3.0,1.0,2,679.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,3,h,875000.0,28/08/2016,8.8,3072,3.0,2.0,1,650.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,4,h,840000.0,30/07/2016,8.8,3072,4.0,1.0,2,390.0,1950.0,Darebin,Northern Metropolitan,14577
Preston,3,h,750000.0,30/07/2016,8.8,3072,3.0,3.0,2,0.0,2005.0,Darebin,Northern Metropolitan,14577
Preston,4,h,750000.0,30/07/2016,8.8,3072,3.0,2.0,2,500.0,1950.0,Darebin,Northern Metropolitan,14577
Reservoir,3,u,475000.0,3/09/2016,11.2,3073,3.0,1.0,1,191.0,1990.0,Darebin,Northern Metropolitan,21650
Reservoir,2,u,415000.0,3/09/2016,11.2,3073,2.0,1.0,1,189.0,2012.0,Darebin,Northern Metropolitan,21650
Reservoir,3,h,731000.0,3/12/2016,11.2,3073,3.0,1.0,2,779.0,1950.0,Darebin,Northern Metropolitan,21650
Reservoir,2,u,352000.0,3/12/2016,11.2,3073,2.0,1.0,1,117.0,2012.0,Darebin,Northern Metropolitan,21650
Reservoir,3,h,723000.0,3/12/2016,11.2,3073,3.0,1.0,1,535.0,1950.0,Darebin,Northern Metropolitan,21650
Reservoir,2,u,336000.0,3/12/2016,11.2,3073,2.0,1.0,1,99.0,1970.0,Darebin,Northern Metropolitan,21650
Reservoir,3,h,685000.0,3/12/2016,11.2,3073,3.0,1.0,1,1262.0,1955.0,Darebin,Northern Metropolitan,21650
Reservoir,3,t,620000.0,3/12/2016,11.2,3073,3.0,2.0,2,207.0,2006.0,Darebin,Northern Metropolitan,21650
Reservoir,3,h,1025000.0,3/12/2016,11.2,3073,3.0,2.0,2,676.0,1950.0,Darebin,Northern Metropolitan,21650
Reservoir,2,t,490000.0,4/03/2017,11.2,3073,2.0,1.0,1,91.0,2014.0,Darebin,Northern Metropolitan,21650
Reservoir,3,h,805000.0,4/03/2017,11.2,3073,3.0,1.0,2,227.0,1930.0,Darebin,Northern Metropolitan,21650
Reservoir,3,u,645000.0,4/03/2017,11.2,3073,3.0,1.0,2,280.0,2002.0,Darebin,Northern Metropolitan,21650
Reservoir,3,h,1005000.0,4/03/2017,11.2,3073,3.0,2.0,4,466.0,1930.0,Darebin,Northern Metropolitan,21650
Reservoir,2,h,535000.0,4/06/2016,11.2,3073,2.0,1.0,1,234.0,2014.0,Darebin,Northern Metropolitan,21650
Reservoir,3,h,800000.0,6/08/2016,11.2,3073,3.0,1.0,5,4679.0,1975.0,Darebin,Northern Metropolitan,21650
Reservoir,3,h,510000.0,6/08/2016,11.2,3073,3.0,1.0,2,543.0,1965.0,Darebin,Northern Metropolitan,21650
Reservoir,3,h,651000.0,6/08/2016,11.2,3073,3.0,2.0,3,649.0,1950.0,Darebin,Northern Metropolitan,21650
Reservoir,2,h,365000.0,7/05/2016,11.2,3073,2.0,1.0,1,360.0,1960.0,Darebin,Northern Metropolitan,21650
Reservoir,2,u,405000.0,7/05/2016,11.2,3073,2.0,1.0,1,171.0,2009.0,Darebin,Northern Metropolitan,21650
Reservoir,3,t,620500.0,7/05/2016,11.2,3073,3.0,2.0,1,158.0,2011.0,Darebin,Northern Metropolitan,21650
Reservoir,1,h,260000.0,7/05/2016,11.2,3073,1.0,1.0,1,141.0,2000.0,Darebin,Northern Metropolitan,21650
Reservoir,3,h,625000.0,7/05/2016,11.2,3073,3.0,2.0,1,267.0,2003.0,Darebin,Northern Metropolitan,21650
Reservoir,2,u,427500.0,7/11/2016,11.2,3073,2.0,1.0,1,146.0,1980.0,Darebin,Northern Metropolitan,21650
Reservoir,4,h,851000.0,7/11/2016,11.2,3073,4.0,2.0,2,581.0,2006.0,Darebin,Northern Metropolitan,21650
Reservoir,3,h,998000.0,7/11/2016,11.2,3073,3.0,2.0,3,479.0,1950.0,Darebin,Northern Metropolitan,21650
Reservoir,4,h,1030000.0,7/11/2016,11.2,3073,4.0,2.0,3,630.0,1935.0,Darebin,Northern Metropolitan,21650
Reservoir,2,u,410000.0,7/11/2016,11.2,3073,2.0,1.0,1,180.0,2004.0,Darebin,Northern Metropolitan,21650
Reservoir,4,h,1015000.0,8/10/2016,11.2,3073,4.0,1.0,1,518.0,1920.0,Darebin,Northern Metropolitan,21650
Reservoir,3,h,915000.0,8/10/2016,11.2,3073,3.0,3.0,2,618.0,1960.0,Darebin,Northern Metropolitan,21650
Reservoir,2,h,380000.0,8/10/2016,11.2,3073,2.0,1.0,1,159.0,1990.0,Darebin,Northern Metropolitan,21650
Reservoir,3,h,800000.0,8/10/2016,11.2,3073,3.0,1.0,2,570.0,1950.0,Darebin,Northern Metropolitan,21650
Reservoir,2,u,380000.0,8/10/2016,11.2,3073,2.0,1.0,1,149.0,1980.0,Darebin,Northern Metropolitan,21650
